Gene_id,B_10_fpkm,G_3_fpkm,GM_2_fpkm,M_12_fpkm,M_24_fpkm,M_36_fpkm,M_48_fpkm,M_60_fpkm,M_72_fpkm,M_84_fpkm,M_96_fpkm,M_108_fpkm,M_120_fpkm,gene_chr,gene_start,gene_end,gene_strand,gene_length
PAS_chr4_0083,18.64518893,19.00630229,16.40852081,11.9792437,14.69650277,15.74996929,13.59892057,20.57379552,19.75210556,15.94945693,16.66239343,18.00220458,20.39303647,,,,,
PAS_chr1-4_0467,14.42688735,17.179911,14.21950318,24.39733432,14.87961899,16.80558822,19.06264105,13.48882931,15.09654573,17.29832931,19.45295052,16.82462351,17.97788126,,,,,
PAS_chr1-3_0065,17.22860076,29.10843312,12.71695453,12.01336199,17.50338629,18.738145,19.27583523,18.34517726,14.56116438,14.37607202,17.3288734,15.31120159,14.45992965,,,,,
PAS_chr4_0474,23.23428925,22.69812375,35.88921714,14.92596667,11.52342561,16.97178131,13.71379867,12.95882737,14.77173654,13.19429325,13.38428578,13.15909423,14.49701288,,,,,
PAS_chr3_0496,13.01609099,11.51431673,13.40084547,15.73413547,16.45678051,17.86145246,18.63429616,17.77916363,18.56809513,19.77510676,18.78887062,19.90180615,19.37146938,,,,,
PAS_chr2-1_0743,19.48894728,14.50836511,21.7045547,14.28703663,16.01128001,17.54268456,17.3898671,17.63760045,16.87593013,16.51389407,15.30352425,17.36224051,16.14504177,,,,,
PAS_chr3_0302,6.148031006,4.537192258,8.127937964,34.43929673,14.47897218,16.21018354,18.55384258,16.26971055,22.61493873,15.61857556,22.91323844,17.61230122,22.95661522,,,,,
PAS_chr3_0002,8.449670753,6.524977626,15.09241571,14.17838232,12.32226857,16.88545807,14.53132978,16.12444528,18.00707682,21.01666787,22.05031098,26.59519401,28.50317997,,,,,
PAS_chr2-2_0025,18.50704021,23.85671602,14.66665336,20.19919904,16.78172134,15.69821743,13.74741707,16.68865239,14.64992788,17.05027455,17.22474421,16.66426733,14.5049834,,,,,
PAS_chr1-1_0243,23.56459312,20.89360895,20.31395259,16.55572087,17.66511282,17.02322997,17.92090478,15.0103927,14.30353062,15.31497602,11.8794543,15.97824564,13.5801056,,,,,
PAS_chr2-1_0296,28.98600768,24.7083362,21.4691044,17.81329706,16.24567405,12.362549,14.61414863,13.40385986,14.42877749,16.80882186,12.06261179,15.55390882,10.74634737,,,,,
PAS_chr4_0145,15.36242454,25.50016915,14.36664752,14.62596649,17.38117246,14.25996553,19.03595735,14.69569696,17.18020218,16.65988294,16.99419073,17.04751857,15.72788713,,,,,
PAS_chr2-1_0822,9.666333354,10.20349664,11.89898816,21.45321791,20.37577309,17.54972162,16.68651054,17.73134876,20.85862845,18.15352761,17.37767934,18.29880919,18.38172189,,,,,
PAS_chr2-2_0312,2.598247767,5.041749589,6.689060168,20.54608449,15.48898902,17.73712633,19.74151669,20.2680252,22.80882773,21.53898724,24.20472964,21.05200176,20.55427916,,,,,
PAS_chr4_0955,15.67014143,17.3386053,17.41944355,16.56550557,14.05869018,16.37340705,18.82274422,16.24795167,17.16598689,17.77500725,17.41812147,17.81058683,15.58094983,,,,,
PAS_chr3_0400,26.8928782,23.91520589,12.46761034,15.6959431,18.72426306,14.25858776,14.56487288,14.92484887,16.10033011,15.33841536,14.39826652,15.18280035,15.74874947,,,,,
PAS_chr3_0095,8.558149391,8.657746706,15.00906087,18.56192391,17.66860261,17.54865867,18.48670393,19.42725587,18.19834065,16.76285375,21.30666494,17.4633559,20.56209088,,,,,
PAS_FragB_0058,12.22420633,12.74910546,12.46338138,20.14518272,17.21119129,18.16764879,18.56721192,15.35661455,18.1356495,20.14334285,17.43559828,19.49887604,16.09629058,,,,,
PAS_chr1-3_0095,24.15138496,24.19983256,15.75419194,14.5695101,17.97995566,15.97006868,12.07904121,37.62370565,12.07948683,10.28960725,14.59563326,10.16539225,8.714223843,,,,,
PAS_chr1-1_0268,22.50176052,20.64899742,11.70749548,20.39795358,19.77009256,17.26145828,16.33268207,17.48259748,14.28989487,15.12793968,12.95223312,14.7147936,14.86988077,,,,,
PAS_chr4_0179,26.54045832,20.71829853,26.50631637,12.21355706,13.73230498,16.02753696,14.33744552,16.4746457,15.27264275,16.8421538,11.95905326,14.10029479,12.80664499,,,,,
PAS_chr2-1_0854,6.329490772,11.36119496,44.05388111,9.660442378,15.62016975,15.6363534,13.12100323,21.7740113,13.24955245,22.50341442,15.34604983,15.34705865,13.50132409,,,,,
PAS_chr1-4_0525,3.829673053,5.417591221,21.0277004,19.30212308,16.79175411,18.85655069,16.99916791,12.39450894,19.79844141,22.77015748,20.31815026,22.97913669,16.73252009,,,,,
PAS_chr1-1_0400,25.45989795,26.45846415,17.00146759,18.70616059,15.78130476,15.6788992,15.04047033,14.19973438,14.06084816,13.87814258,13.54288579,12.96578411,14.10216644,,,,,
ENSRNA049508654,6.159422305,6.786584032,6.879348785,21.47127155,19.63360917,15.66707472,13.43893327,20.50260592,16.47858245,16.95130724,17.7820009,19.97504892,34.86651372,,,,,
PAS_chr3_0276,14.49788857,18.15121578,20.73785584,20.0232484,15.48259478,16.72178502,16.85447611,14.38839389,16.39879812,15.22175636,15.4567605,15.23495479,17.01437819,,,,,
PAS_chr2-1_0569,15.45673299,14.29737745,15.44593654,16.90739468,19.04551267,18.77562129,15.89814983,16.04540388,17.83405111,15.61737302,16.45270916,16.79335388,17.54947857,,,,,
PAS_chr1-1_0048,28.78470421,23.90140453,14.27388778,12.51555707,15.97356968,16.34781164,15.14338858,17.80542772,15.28282117,15.47314099,12.63450282,15.51143344,12.02315955,,,,,
PAS_chr2-1_0409,20.35512792,26.34261545,14.00975648,12.19381798,17.57369807,18.52275097,15.46483307,16.77593802,16.34344664,14.37154269,14.54042795,15.07677368,14.07503635,,,,,
PAS_chr2-1_0496,22.17778095,23.12506716,22.28447821,16.6995943,17.35277762,16.08339999,15.25063304,14.65312718,14.1115472,14.5836719,12.23370756,14.68694438,12.141494,,,,,
PAS_chr2-1_0452,16.75055836,21.10376888,22.76090091,16.86834348,14.6070002,15.70384423,16.58094108,11.82177178,15.1727556,15.77117491,18.71492069,16.647708,12.8604053,,,,,
PAS_chr1-4_0344,25.51762684,21.46511483,38.88522295,13.06774916,14.27029125,13.34567635,13.84836556,16.09416463,11.80589976,14.93191567,9.286434303,12.42996132,10.14409297,,,,,
PAS_chr1-4_0562,15.92423071,15.57677589,17.36770573,15.89382477,16.23522091,17.08565365,17.56454894,14.88143249,17.18626516,17.73721609,17.81767467,16.86268944,14.32980679,,,,,
PAS_chr3_1112,25.72962806,28.60409111,12.44575598,15.72546567,14.42368661,14.4492477,14.64077076,14.15488216,14.60808293,14.55937282,14.83703104,15.41146716,14.77454089,,,,,
PAS_chr1-4_0097,14.90912782,11.89868434,17.42191474,19.08940562,18.05694131,17.83093594,19.48600044,13.79197835,20.74740524,13.10136663,16.32439873,14.87155498,16.82100965,,,,,
PAS_chr1-4_0687,17.92168254,17.60649339,15.89191326,12.4648479,15.47522144,18.45769833,15.62035663,16.14784796,15.558274,15.08402694,16.64915467,18.03322415,19.15414788,,,,,
PAS_chr1-1_0306,14.01001033,12.89359689,18.90469361,24.80323382,18.05893391,15.1221586,18.21053421,15.00582894,15.50142608,16.72520437,16.05294452,14.17668917,14.53845129,,,,,
PAS_chr3_0552,34.12985325,28.76364147,22.27040028,15.28305888,17.91344401,15.35327743,12.9913555,13.31525189,12.60496651,12.01094425,9.328835214,9.862483281,9.543523091,,,,,
PAS_chr4_0480,15.69445285,19.73639178,24.17839138,15.5848607,13.26879876,13.5740788,14.33379557,13.7117505,16.58843967,14.32111623,14.85082465,16.93613796,20.59138819,,,,,
PAS_chr1-1_0279,20.97153409,19.98090699,21.64128472,16.5269783,14.50642776,16.79537998,15.64141469,14.88571836,12.66517943,14.89156562,15.35414806,15.92773179,13.57342483,,,,,
PAS_chr2-1_0044,17.07962386,17.15000734,15.92744746,13.82859358,15.4944368,16.80615052,16.89376393,17.28961498,15.55495773,16.75710241,14.18691416,16.49210491,19.83213802,,,,,
PAS_chr2-1_0671,16.88825932,18.40129741,23.73298587,14.75221112,16.30853233,15.79715928,15.73549796,14.61884949,15.06525873,14.92744891,16.04040031,14.88001996,16.02711417,,,,,
PAS_chr2-2_0362,11.8508184,13.24892711,17.31558925,17.95740918,15.51351873,15.80052284,16.87205623,16.36062224,17.90504624,16.7998691,18.17465715,18.26336784,16.54464824,,,,,
PAS_chr4_0143,16.50751228,16.38948618,18.19228087,19.98189339,15.71519413,16.99762685,15.79273633,15.03862405,15.47867204,16.15365983,13.90004641,18.17989342,14.07503635,,,,,
PAS_chr4_0174,14.07785897,18.17441403,18.35407258,16.8566725,14.89986292,15.71998096,16.0224929,14.78074151,16.30013791,16.87210213,17.22050226,16.86636847,15.91840939,,,,,
PAS_chr4_0020,16.34370238,14.89677803,21.05433824,15.0276119,17.282675,17.05082668,14.26658411,17.85962181,15.18924773,15.58058669,14.3885635,17.44588578,15.36615762,,,,,
PAS_chr1-1_0492,4.587658161,5.020261296,8.89110776,20.1899035,13.35182037,18.50848846,18.22904085,18.02529452,21.34091115,19.23277697,26.33236037,19.22420522,18.79078316,,,,,
PAS_FragB_0050,24.12375425,29.01905438,34.91893261,12.4120168,13.37190259,13.23172388,12.1208372,14.004276,12.69745303,12.4216612,10.19422764,13.20704941,9.958873654,,,,,
PAS_chr4_0980,23.37069951,20.01871862,26.35229245,10.73846156,19.28191579,16.19477987,13.00053508,17.17724411,13.20182757,13.85844041,10.16517349,15.27886585,12.88167912,,,,,
PAS_chr1-4_0591,13.2035474,12.08133119,13.21316019,17.96688123,16.33653796,18.00236533,18.2817921,17.21393483,17.30995042,17.83811883,15.69465641,18.53485034,15.67934109,,,,,
PAS_chr4_0700,9.094909356,8.809499717,17.83239632,20.98240985,19.57525634,18.08667419,22.11458298,22.91925787,13.80476913,14.41974876,14.72698583,15.82123622,12.965872,,,,,
PAS_chr1-4_0669,24.39600372,19.63804788,28.95629207,12.40468852,14.56331571,15.61341139,12.14261511,18.44410232,11.7071524,15.62158824,12.79732129,12.54313663,12.26616187,,,,,
PAS_chr3_0840,10.52860601,11.77501332,12.94336734,23.43185751,17.13635186,17.13845343,19.33846498,13.61501174,17.20680263,16.6657799,19.28853153,16.72807595,15.20179998,,,,,
PAS_chr1-4_0609,14.87458735,13.35405439,17.05280949,18.8807078,16.82001155,17.91319283,18.01930294,14.44608962,16.76129549,17.96992683,14.82283016,16.72781614,13.06337925,,,,,
PAS_chr1-4_0434,28.8369006,34.93564502,13.71822838,8.627429726,16.32008521,18.50174675,14.64363505,16.11573407,12.40405648,13.41654553,11.6532468,12.81482836,8.692253893,,,,,
PAS_chr3_0755,27.27565319,23.18723649,12.64125838,14.93587169,14.74442837,15.39489186,14.96399079,13.86894252,14.16592605,16.71502263,13.4520484,16.84550716,12.31597336,,,,,
PAS_chr3_0463,11.89460012,14.31908619,10.13709117,23.44618709,17.26910029,16.06827515,17.10066508,14.46368781,18.63869625,15.37440611,18.73020778,15.86426384,17.15510827,,,,,
PAS_chr3_0459,27.10328703,40.5339891,25.43927791,7.198139509,14.61758894,14.5198138,14.85196893,14.05864678,11.34308325,11.39725821,10.53278596,10.05950469,8.423749715,,,,,
PAS_chr2-1_0332,26.26649666,53.27693071,32.57221266,2.420427028,10.08951518,14.21112188,14.71281711,11.47704877,8.88193967,9.75922725,8.299752633,10.35928695,7.600375683,,,,,
PAS_chr3_0850,12.67254388,12.8899487,15.08048071,16.05783303,15.38248687,17.40864374,17.47681819,16.89862172,17.2332588,17.23727814,17.76141502,17.6954762,15.99551058,,,,,
PAS_chr1-3_0290,3.817490247,3.741603544,9.861142034,17.30135339,23.83455276,19.4440091,24.04081018,14.61114783,18.54547535,19.3872625,17.23434596,17.11234963,20.71860771,,,,,
PAS_chr1-3_0269,11.21472944,13.15660901,21.13601703,19.84086333,15.66939032,17.21758802,16.94633419,15.08123222,17.02112624,16.41094216,15.51506672,15.26682538,14.95778343,,,,,
PAS_chr1-3_0293,16.98681741,13.02125558,29.32916898,15.41359849,15.10547996,14.97333691,14.92339942,16.16663378,14.99359467,16.37237302,12.73926986,15.95890152,13.11389608,,,,,
PAS_chr2-1_0830,12.74737177,12.93099794,14.15457001,16.74060552,16.41184468,16.04808171,17.01675738,17.43183273,17.66172937,17.47890328,17.8148749,18.63968546,13.87357428,,,,,
PAS_chr1-3_0151,17.57726491,15.97669193,21.65802408,12.77327424,16.38152836,16.80326847,15.7607057,16.43287775,15.92450485,15.80535259,13.99094225,15.79876202,13.9603378,,,,,
PAS_chr3_1061,20.80904018,25.30938584,27.15122451,12.91549292,16.41412671,14.92296133,15.18508038,16.16632696,11.81624392,13.49726566,11.02317269,12.52531968,11.10403372,,,,,
PAS_chr3_0071,9.286882558,16.14818121,10.17648393,18.08757845,19.1344973,14.77368135,15.12432061,16.92688246,17.36369965,16.9645994,20.52680162,17.58725892,16.03676296,,,,,
PAS_chr2-2_0188,20.22839639,19.38641356,20.11889003,12.55885584,15.83545248,17.18108869,14.73335281,12.94063761,15.32853791,15.5808143,16.62736637,13.83556572,13.68188648,,,,,
PAS_chr1-1_0026,8.784462188,9.549638523,26.62027092,16.36234767,15.33718462,16.14399782,17.84181828,14.9654555,15.42929484,16.72228588,17.14866024,17.04624806,16.06415882,,,,,
PAS_chr2-1_0011,15.96204894,14.83866827,9.217464063,18.51245649,12.36743345,14.63766577,16.29855636,15.03658915,16.33521556,18.34404439,17.84687277,21.43804462,17.09166609,,,,,
PAS_chr3_0478,18.02602712,15.10410476,13.57884531,20.39565716,17.19772355,16.50859581,18.02507079,13.9778473,15.36831238,15.25907971,15.42513645,15.25620479,13.64838705,,,,,
PAS_chr3_0670,22.08773583,23.97132605,15.99683268,3.93319392,16.69853869,15.48165264,15.46964927,28.7599755,10.03155243,18.39238982,11.90752799,14.37234406,10.46811003,,,,,
PAS_chr1-4_0354,39.73698309,27.05437377,25.46781003,10.08281532,12.62975476,14.76958516,11.61128791,15.01030365,9.93336882,10.27597178,8.426985189,9.669858323,12.79233062,,,,,
PAS_chr2-1_0581,20.7699177,17.80004794,19.55937762,13.75934687,16.15722699,16.83749264,15.488448,22.1927849,13.45885134,14.34714279,10.97130335,14.89497475,10.98257691,,,,,
PAS_chr1-4_0388,15.06394409,23.43095181,20.9006154,9.674603139,12.76376705,15.23605537,15.2465393,16.00874476,15.0754811,14.88518213,15.44257936,16.27467887,16.9793781,,,,,
PAS_chr2-1_0606,42.40424041,27.93307121,26.85369381,8.1493283,11.72891906,12.0781184,11.3345307,13.7540433,10.4168542,12.69396511,8.290813301,11.95080333,9.220469933,,,,,
PAS_chr3_0429,27.18210439,22.38348181,18.33144117,13.60105972,14.10778716,12.92613579,14.64485062,13.94641563,12.44379387,14.50502451,13.45465994,14.27840717,14.95720265,,,,,
PAS_chr1-1_0368,16.20335833,19.4378295,17.08401947,14.41690861,14.63349042,15.86987037,16.72851342,12.89315763,16.4193836,16.78480926,16.50058742,14.96147017,14.30421785,,,,,
PAS_chr3_0557,20.20440036,31.50977191,15.1847123,12.6589621,15.67732821,15.09151593,15.44146935,13.66575327,11.89854231,15.57855916,12.85411661,14.15110633,11.87390252,,,,,
PAS_chr4_0132,10.23316195,10.34748669,15.41363146,18.31545531,16.67004142,16.74208922,15.96567277,14.0050387,16.35295708,15.30451184,17.17586715,18.85365495,20.17359619,,,,,
PAS_chr2-1_0164,11.52566155,9.077253887,12.56797572,18.98751657,16.71734148,18.18137603,17.72812816,15.8747064,17.33992086,18.05267468,16.7553947,16.70042623,15.82643886,,,,,
PAS_chr3_0914,20.76091071,22.96464764,6.878988657,13.20330115,17.23926065,17.33814734,14.8533793,18.00468095,16.29713395,16.03668517,15.1279657,12.19317721,14.33724186,,,,,
PAS_chr1-4_0346,26.33980825,24.68706909,18.62922287,13.85375996,12.67878693,14.25074857,14.00298822,14.51646736,14.04649418,14.13058521,12.5824486,14.40672765,10.79220012,,,,,
PAS_chr1-4_0599,15.4775829,17.43539418,9.474073532,14.98206511,16.28620797,15.68546695,15.32528354,25.32881613,15.55166219,15.20357938,14.59081091,13.57614886,15.88227811,,,,,
PAS_chr3_0395,14.7906729,13.4336714,18.54433377,18.25652871,16.42255292,15.78073691,15.48785039,14.72853216,15.4067819,15.96322469,15.26793466,16.61343043,14.05393826,,,,,
PAS_chr1-4_0203,32.29350542,51.12460341,24.1256748,5.807087116,12.26480113,13.62849561,12.79991558,12.07964265,9.58530985,9.552402084,6.948296,8.546000796,5.865153247,,,,,
PAS_chr3_1240,21.89048891,17.46001021,16.87104676,14.1888928,15.41007305,15.72167267,14.72215745,15.6892852,13.94194501,15.37289975,13.87259795,15.318683,14.13174642,,,,,
PAS_chr3_0102,9.246976781,11.44969617,12.14461386,20.70850293,15.47822281,18.77562129,15.28071478,13.40465933,19.68325261,16.67718651,17.70285076,15.85208156,17.59176647,,,,,
PAS_chr1-4_0343,19.77640658,17.94625768,17.78385604,17.48673897,15.0943457,15.18680789,16.51365424,13.71893363,13.27004868,17.37597267,12.49178655,15.60239925,11.65874451,,,,,
PAS_chr1-4_0192,19.86420416,27.77630906,13.79234917,12.68177296,18.44948351,16.76816492,16.25148215,16.61590152,13.31481831,14.00377348,10.95510047,13.72758921,9.699334457,,,,,
PAS_chr2-1_0507,14.4050451,13.3786456,12.94185143,16.78513526,17.22222772,17.09999376,15.10571172,16.60411985,16.49238983,16.67881313,14.49043181,17.36894939,15.30860694,,,,,
PAS_chr2-2_0481,12.56740921,13.84763861,18.11903465,14.64425961,12.29106653,15.24426607,12.34896392,12.94159388,16.11243822,13.84333251,17.54220328,18.13331423,26.00067999,,,,,
PAS_chr1-1_0466,25.92537333,25.08604733,16.7432998,14.52150797,12.8851636,13.97813385,13.76253128,12.92202932,12.15101892,13.8997829,13.69568608,13.62345251,14.23525649,,,,,
PAS_chr1-1_0112,17.52732504,22.3505429,14.45021258,16.5203454,13.54975161,14.28872923,17.20798794,13.86977926,15.6733043,14.35525107,14.93242259,13.520054,15.1051512,,,,,
PAS_chr1-1_0379,11.21505172,12.38611641,14.06804951,17.24554257,15.4284285,16.12048292,14.4582463,14.62239258,16.75599966,15.08209744,17.80511816,17.17686482,20.72847503,,,,,
PAS_chr2-1_0281,29.94047021,25.95424825,13.26766344,12.21559266,16.36843257,15.50829503,12.38989889,15.68971759,12.38219093,13.68188662,9.432886587,13.91840471,11.97493832,,,,,
PAS_chr1-4_0378,11.220047,11.56746803,13.00844469,15.78213741,16.63501101,18.04501811,17.27761591,16.52509957,16.49087308,18.08969664,16.15497144,17.6847274,13.98034411,,,,,
PAS_chr4_0585,22.86408191,31.10316569,15.86676511,13.90972594,14.42664226,14.36723332,14.43754013,14.10398559,14.26400336,12.60477602,11.81392586,11.71031318,10.78588391,,,,,
PAS_chr2-1_0056,15.35760164,15.34479339,13.02329393,12.12089814,15.21379973,15.33099826,15.07539252,16.30499462,15.6194493,16.76973158,15.99639802,15.49154351,20.31567545,,,,,
PAS_chr4_0594,20.19436515,13.00701156,22.8075815,11.35933942,13.61028436,14.91556342,11.82588765,12.48759435,15.0502991,17.22954567,15.94435001,16.79772601,16.43555957,,,,,
PAS_chr2-2_0416,16.33489014,23.15032394,16.31551953,11.67402952,15.30873385,16.43250083,15.46015841,13.80375885,13.2177751,16.26068254,14.1550866,15.57423007,13.93151049,,,,,
PAS_chr2-2_0031,12.05016877,16.677627,12.19202565,15.22437548,16.76728782,14.46037195,16.32601004,14.82369094,16.64123254,18.40220607,16.96056448,16.37993799,14.42422896,,,,,
PAS_chr2-1_0388,24.29281777,21.52037686,9.85336724,13.89007501,17.79228616,15.29236123,14.48391819,15.80827969,14.67097708,17.16781571,10.1247441,14.60291642,11.49848189,,,,,
PAS_chr3_0001,4.110390386,5.165418879,5.918983855,9.669295665,10.50905932,13.35155292,12.07904121,16.86865045,19.20495346,18.71209769,24.09689096,22.85169203,38.44685768,,,,,
PAS_chr3_0606,9.801105551,9.184900012,14.74237982,15.02162518,13.82232509,17.44823128,16.72350958,16.27931714,16.8945117,16.52425494,16.84782288,18.06464226,19.62358322,,,,,
PAS_chr3_0083,24.53228364,24.5224226,15.63698178,14.55285357,14.67986191,14.00898561,13.46114843,14.95210778,13.09124884,13.40418398,12.81912475,12.4420677,12.83475572,,,,,
PAS_chr1-4_0209,24.41818347,21.46413963,27.2659278,11.54247118,15.02792742,13.6549973,12.58034529,16.69804215,11.99577249,12.59266441,9.699077982,13.14839668,10.79327615,,,,,
PAS_chr2-2_0043,25.34025205,29.05247338,37.38560561,8.691205979,9.45810576,11.58575044,10.28156484,14.62077677,10.65950871,11.58908236,9.767163853,11.0825705,11.30269989,,,,,
PAS_chr4_0942,18.55741039,19.44407655,21.43853541,14.28347722,14.85144648,14.96441235,12.98927446,17.88685919,13.92351907,15.02934618,11.97015571,13.01919891,12.2953577,,,,,
PAS_chr2-1_0697,10.09388352,13.13227584,17.18444022,16.76137627,16.20850311,15.80532469,15.12302419,15.16157733,16.73359859,15.63557509,16.36296711,17.17502102,14.18973883,,,,,
PAS_chr1-4_0051,13.6270143,12.7915319,14.90217164,13.26868406,14.2717782,16.28735614,15.88045269,16.22453495,15.77895639,15.56318487,16.31994366,17.20295617,17.23574488,,,,,
PAS_chr3_0680,15.07181159,18.78574334,11.17643422,14.80047319,14.66216174,15.77378742,14.81185596,16.90269905,15.32491598,14.31335831,17.11081753,12.58097415,17.62888798,,,,,
PAS_chr3_1075,14.70100812,18.32535372,14.79171305,13.14344749,14.16438993,16.9831267,15.36266406,17.11591602,14.24463321,15.33356216,17.84985832,12.8643896,13.93735289,,,,,
PAS_chr1-1_0007,14.73536176,10.44312947,25.22144787,17.24554257,16.0480982,14.33580201,16.56996679,17.41072581,14.50038432,14.50730625,13.0684197,12.25334461,12.41963099,,,,,
PAS_chr4_0109,20.81097998,28.21492721,14.72438576,12.1661676,15.5118209,15.30969237,16.51015333,16.71216756,11.70260294,12.21441055,12.39147252,12.062215,10.11493756,,,,,
PAS_chr3_0519,14.87745175,14.98790353,16.34772057,18.05490017,16.01664299,16.56140843,13.25642068,18.4140777,14.40441307,14.45073227,12.25142771,15.93009484,12.82315691,,,,,
PAS_chr2-2_0222,6.815146422,7.468121939,13.24277375,22.41838295,15.73004773,13.80639391,14.75751244,14.17905441,18.35608976,15.55645642,19.56938737,16.62100187,19.62327962,,,,,
PAS_chr2-1_0517,40.65569908,24.03376029,8.822470555,9.59863223,11.71472653,11.7042834,8.964038004,17.0717689,8.603382016,11.75432493,8.828501353,19.57441023,16.800614,,,,,
PAS_chr4_0295,20.8262152,26.47028428,12.88128227,13.23128477,16.2290114,15.67275842,15.54475768,14.04935844,13.07074024,14.29494553,11.4081373,12.96239891,10.52968714,,,,,
PAS_chr1-4_0197,13.35564737,16.89381915,14.18631997,16.35567969,16.45699763,14.18344147,16.45442146,14.44377554,15.25159102,16.25668069,13.99346211,16.77413952,12.51826583,,,,,
PAS_chr2-1_0373,17.3757273,21.88538995,15.26818197,14.03180629,14.42953197,13.40411808,13.52155138,12.83748487,14.41411782,14.88970441,16.05254703,15.68663679,13.02622714,,,,,
PAS_chr3_0532,11.46600381,13.36816727,19.33202309,18.65276062,15.01075157,16.04022354,16.41265164,13.23195311,14.29823162,15.32884591,14.75449825,17.60382298,11.20105471,,,,,
PAS_chr4_0258,30.0651535,24.96507057,30.77871604,9.982449793,12.64479508,10.75569523,10.52395507,16.67158214,11.02434409,11.16931115,8.396464429,10.44283409,9.247629428,,,,,
PAS_FragB_0002,7.182232785,8.974085238,9.197825609,8.743089025,13.4401364,14.47573371,14.50287539,18.5136488,18.12821027,13.48547766,20.13068223,18.17747749,31.33485636,,,,,
PAS_chr3_1055,10.44935729,13.93235369,13.83414675,10.74497051,12.00367301,15.70886293,14.34533997,17.97078795,16.96766476,14.66219112,17.47634736,16.64721032,21.4305736,,,,,
PAS_chr2-1_0643,18.18112118,23.1849364,17.81415183,10.18066694,15.68004055,15.96190773,17.26846123,16.20348668,14.25668038,13.04308076,11.86161984,11.77360136,10.67716175,,,,,
PAS_chr2-1_0610,19.47676405,24.94917735,18.00606705,16.99392411,14.74544472,13.86572257,13.38048673,11.50970505,12.35543409,13.63042646,13.10898686,13.66626471,10.25787704,,,,,
PAS_chr3_0599,24.73058024,30.61772144,35.24229608,10.5762707,14.14001587,14.92837998,11.085527,12.23875645,8.432402427,8.448070209,7.716866647,9.591461013,7.992230069,,,,,
PAS_chr3_0344,21.11408502,16.54584402,21.29204255,12.78151149,14.15900651,15.27458097,13.98925937,17.05055425,13.72383607,13.35448333,11.47832122,13.33047504,11.57630436,,,,,
PAS_chr2-2_0484,11.99136818,11.0498719,27.46602045,13.75257618,14.37057428,15.21149336,17.57549866,13.03429273,13.18336486,15.28457774,14.59195408,15.591697,12.54763809,,,,,
PAS_chr4_0123,11.94940623,12.75570617,14.95585498,16.06345374,9.288875413,12.79915592,15.14133335,16.47267274,19.9655996,16.59385834,14.49692233,18.00683567,15.42376708,,,,,
PAS_chr4_0793,18.01356287,18.02569458,10.68851317,15.06777781,15.37278328,16.14831592,12.73864756,14.45513411,18.65749109,14.77684756,12.67700894,13.85283488,13.36874955,,,,,
PAS_chr1-3_0016,10.16085595,9.340389742,11.42178916,16.3922475,13.28740022,17.06430164,15.85374159,14.06689888,17.86870276,14.53700453,19.63699392,17.40656229,16.5623204,,,,,
PAS_c121_0011,37.89525306,31.99729694,21.12700885,10.96537389,14.97219493,9.767664253,8.867273028,15.47201108,8.499069193,9.70636592,6.811865405,7.318340195,9.819592635,,,,,
PAS_chr1-4_0466,16.61605925,13.20550565,20.44022424,11.58546706,15.76358898,14.7637364,11.1808561,17.28209776,12.98589974,12.94020686,13.27241454,15.9770883,16.91949729,,,,,
PAS_chr1-4_0396,32.37494537,37.61111905,29.55015385,7.342639975,8.916315741,9.940034799,12.58656395,12.28529164,7.761970432,11.2506106,6.894468602,9.387589128,6.901811742,,,,,
PAS_chr2-2_0490,35.05318679,18.86500808,37.17791934,6.574498088,13.6634882,12.66241707,8.22216303,12.87147301,9.302133339,11.15822779,6.971427573,10.57492765,9.291799396,,,,,
PAS_chr1-3_0181,11.88915838,12.77016645,17.01096393,13.15982174,14.24952526,16.12048292,15.24022279,16.51682159,15.81260919,14.46531091,14.91712298,15.61818117,14.33932602,,,,,
PAS_chr2-1_0386,19.63306918,29.15413748,14.09775119,14.86401527,15.52924992,17.0768746,12.46729611,15.0878738,10.09848194,11.15145268,9.056824664,12.63413037,11.08124219,,,,,
PAS_chr2-2_0354,17.75206641,24.30894261,14.33214406,13.91456362,14.20538476,14.35650851,17.21660235,12.04677791,13.42281693,15.49664932,12.31509197,13.68783522,8.806189965,,,,,
PAS_chr2-2_0213,20.16778,19.28177076,9.662318358,13.04091505,15.03885255,15.48541718,14.70191873,21.16141485,13.57235973,15.0155607,10.56984714,13.21042403,10.73025261,,,,,
PAS_chr1-4_0099,13.15055169,13.37423616,14.22511963,18.17530226,15.28695873,14.88988401,14.43182837,14.22690186,14.38101884,14.15975154,13.59403902,15.82321231,15.91966613,,,,,
PAS_chr3_0798,12.69371525,14.49239576,20.27192543,12.37431167,12.49119735,15.73432252,15.66879643,12.69233444,13.17263829,16.00280848,15.33647985,17.1481637,13.53212806,,,,,
PAS_chr3_0265,17.9612382,28.06376202,15.8945987,10.67071135,15.13743045,15.94900454,16.28044685,14.18340735,11.60802727,12.7010262,10.95951892,11.45428404,10.11547585,,,,,
PAS_chr1-1_0318,10.61204562,12.44940811,16.65865123,17.93339897,15.88806177,16.06893628,15.06266763,12.55042294,14.79039201,16.3149011,13.97364682,15.93465247,12.44363028,,,,,
